,tsi,stfi,caliper,moisture,basisweight,cull,rct,prediction
336,5.03,29.9,14.94,6.27,52.3,119.5,124.0,125.3373650826868
337,5.05,28.75,15.27,6.38,52.3,119.5,124.0,125.04094724357498
338,4.97,26.96,15.65,5.77,52.3,119.5,122.0,125.94665873068016
339,4.67,28.16,15.23,6.14,52.3,119.5,128.0,123.06158167307872
340,4.89,28.45,14.44,5.81,52.31,119.5,123.0,124.28322736589408
341,5.04,25.15,15.53,6.07,52.31,119.5,123.0,124.32524679904512
342,4.28,21.12,15.06,6.4,52.31,119.5,121.0,118.35753638559392
343,4.65,29.11,14.49,6.87,52.31,119.5,124.0,120.52667809110791
344,4.78,26.66,15.67,5.58,52.32,119.5,123.0,125.33136773123792
345,4.78,26.59,15.29,5.95,52.32,119.5,125.0,123.52242217788681
346,4.86,27.52,14.39,6.64,52.32,119.5,123.0,121.23318958666908
347,4.91,28.53,15.82,6.27,52.32,119.5,123.0,125.02679431716523
348,5.13,27.59,14.98,6.01,52.33,119.5,126.0,125.58868590943455
349,5.12,29.45,14.68,6.2,52.33,119.5,126.0,125.56694790930682
350,4.89,28.99,15.06,6.65,52.33,119.5,122.0,123.12802557515317
351,5.18,28.69,15.36,6.38,52.34,119.5,121.0,126.16554121554383
352,4.79,27.0,15.68,6.19,52.34,119.5,126.0,123.54868429461848
353,5.07,26.37,14.74,6.04,52.34,119.5,124.0,124.16655801364665
354,5.12,28.09,15.41,6.41,52.34,119.5,125.0,125.37920475443039
355,5.15,29.09,15.37,6.08,52.34,119.5,131.0,126.8024809121536
356,5.07,28.17,15.47,6.63,52.35,119.5,131.0,124.6660551237879
357,5.09,29.66,15.16,5.9,52.35,119.5,129.0,126.8620316880835
358,4.24,27.37,14.38,6.4,52.35,119.5,122.0,119.53459328700771
359,5.02,27.61,15.4,6.69,52.35,119.5,126.0,123.7435851936779
360,4.85,25.98,15.34,6.16,52.35,119.5,126.0,122.96869906813974
361,4.73,27.2,15.64,6.28,52.35,119.5,122.0,123.00641130625496
362,4.9,29.09,15.39,6.63,52.36,119.5,123.0,123.76098911969203
363,4.82,23.72,15.46,6.11,52.37,119.5,120.0,121.97379695198434
364,4.25,24.47,15.58,6.39,52.38,119.5,124.0,120.0630860435353
365,4.18,19.73,14.3,6.4,52.38,119.5,123.0,117.2469263205667
366,4.77,27.51,15.51,6.41,52.38,119.5,123.0,122.82048902124447
367,4.57,28.84,15.52,6.56,52.39,119.5,128.0,122.22354652665993
368,4.99,27.9,15.26,6.02,52.39,119.5,132.0,125.1970785805646
369,5.13,25.74,15.64,5.34,52.39,119.5,126.0,127.83589952975075
370,4.88,27.58,15.52,6.44,52.39,119.5,122.0,123.43855467782528
371,4.99,28.46,14.21,5.86,52.4,119.5,126.0,124.45451387333932
372,4.91,25.35,15.46,6.28,52.4,119.5,121.0,122.81379941413904
373,4.85,28.87,14.46,6.55,52.4,119.5,123.0,122.27159343355694
374,4.84,29.07,14.47,7.05,52.41,119.5,122.0,121.37814752299408
375,4.21,22.58,15.08,6.41,52.41,119.5,124.0,118.85555794420068
376,4.84,25.97,15.33,6.38,52.41,119.5,126.0,122.23362041610115
377,4.73,27.23,15.55,6.64,52.41,119.5,124.0,121.92474202295449
378,4.96,26.6,15.63,6.74,52.42,119.5,126.0,122.96398481388908
379,4.94,27.48,15.39,6.18,52.42,119.5,123.0,124.36478187137442
380,4.97,28.31,15.37,6.57,52.42,119.5,123.0,123.96710133376082
381,4.94,29.57,14.95,6.49,52.42,119.5,126.0,124.08732303719316
382,4.99,28.53,14.71,6.12,52.42,119.5,124.0,124.47189796093255
383,5.0,27.83,15.67,6.49,52.43,119.5,119.0,124.51882720556262
384,4.85,29.04,15.2,5.75,52.43,119.5,125.0,125.70852771799962
385,4.79,29.22,14.83,6.27,52.43,119.5,125.0,123.38167263629975
386,5.15,28.78,15.12,6.42,52.43,119.5,126.0,125.63973089797308
387,4.69,30.33,14.51,6.95,52.43,119.5,122.0,121.3554297468472
388,4.84,29.98,14.43,6.39,52.44,119.5,131.0,123.25119528172674
389,4.88,27.88,15.12,5.82,52.44,119.5,123.0,124.98163485608607
390,5.01,27.15,15.73,5.92,52.44,119.5,127.0,125.97788467153616
391,4.55,24.36,15.4,6.42,52.45,119.5,122.0,120.25171274381648
392,4.85,27.81,14.79,6.45,52.45,119.5,122.0,122.38505065369009
393,4.98,27.5,15.41,6.89,52.45,119.5,129.0,123.10467213398252
394,4.83,28.66,14.25,6.47,52.45,119.5,125.0,121.98069970278861
395,5.02,29.23,15.48,6.06,52.46,119.5,122.0,126.30051311750252
396,4.91,28.73,15.3,6.28,52.46,119.5,126.0,124.45375830327073
397,4.79,26.34,15.31,6.35,52.47,119.5,121.0,122.24447381821284
398,5.0,28.92,15.48,6.2,52.48,119.5,121.0,125.62813786924434
399,4.41,25.67,14.87,6.19,52.48,119.5,121.0,120.43595032542963
400,5.12,27.37,14.41,5.41,52.49,119.5,122.0,126.41816076832794
401,4.74,28.35,14.85,6.19,52.5,119.5,121.0,122.93848943025431
402,4.94,26.62,15.53,6.08,52.5,119.5,117.0,124.47477553940128
403,4.84,27.63,15.5,6.41,52.5,119.5,122.0,123.33629250527093
404,4.43,23.2,14.33,6.22,52.5,119.5,123.0,118.82507745512558
405,4.28,25.36,14.25,6.38,52.51,119.5,121.0,118.9054037247699
406,4.95,26.75,15.29,6.44,52.51,119.5,124.0,123.21409547564352
407,4.23,22.2,15.03,6.43,52.51,119.5,122.0,118.69567618079614
408,5.08,28.28,15.56,6.41,52.51,119.5,127.0,125.45581875631291
409,4.96,28.01,15.51,6.58,52.51,119.5,125.0,123.94280013700339
410,4.96,28.65,14.45,6.63,52.52,119.5,120.0,122.82631629403957
411,4.95,27.04,15.31,5.78,52.52,119.5,124.0,125.44363507502364
412,4.52,26.23,15.37,6.79,52.52,119.5,119.0,120.15092433765163
413,5.22,29.36,15.37,6.2,52.52,119.5,132.0,127.25832648115271
414,5.07,28.22,15.43,6.12,52.52,119.5,128.0,125.90857085571663
415,4.46,27.04,14.88,5.98,52.53,119.5,123.0,121.74194874916596
416,4.69,24.59,15.44,6.27,52.53,119.5,123.0,121.3314106028539
417,4.42,27.09,15.02,6.48,52.54,119.5,121.0,120.53061624715652
418,4.98,29.96,15.3,6.26,52.54,119.5,126.0,125.68718850131808
419,5.12,27.71,15.42,6.38,52.54,119.5,121.0,125.37209869831335
420,4.7,26.69,15.57,6.15,52.54,119.5,121.0,123.01105306734063
421,5.19,29.57,15.53,6.06,52.55,119.5,124.0,127.67854971081906
422,5.0,28.9,15.27,6.68,52.55,119.5,123.0,124.2513701428548
423,5.1,28.52,15.52,5.9,52.55,119.5,126.0,127.02019018507423
424,4.84,26.04,15.59,6.3,52.55,119.5,125.0,122.9512221720128
425,4.93,30.32,14.13,6.76,52.55,119.5,125.0,122.94268306339448
426,5.0,30.57,15.39,6.64,52.55,119.5,120.0,125.42806630153373
427,4.84,30.82,14.21,6.94,52.55,119.5,128.0,122.32636344779924
428,4.82,25.97,15.63,5.78,52.56,119.5,122.0,124.63347504677155
429,5.01,30.14,15.61,6.49,52.56,119.5,124.0,125.8669931468289
430,4.87,27.26,15.54,6.47,52.56,119.5,125.0,123.24149201351382
431,4.9,27.49,15.74,6.05,52.56,119.5,127.0,125.1182097872289
432,4.67,26.41,15.63,6.33,52.57,119.5,122.0,122.26943344212857
433,5.3,28.97,15.13,6.42,52.57,119.5,139.0,127.07264071556683
434,4.99,29.01,15.59,6.22,52.58,119.5,122.0,125.76676326709982
435,5.03,29.89,15.61,6.25,52.58,119.5,123.0,126.44957544969081
436,4.96,28.63,15.56,6.12,52.59,119.5,123.0,125.62510429407322
437,4.63,27.41,15.2,6.07,52.59,119.5,124.0,122.82026954490743
438,5.09,26.16,15.49,6.19,52.59,119.5,127.0,124.93978204518915
439,4.82,26.36,15.47,6.6,52.59,119.5,123.0,122.03236610470714
440,4.83,26.93,15.63,6.64,52.6,119.5,111.0,122.53635482999267
441,4.43,21.69,15.05,6.37,52.6,119.5,123.0,118.75407624289556
442,5.05,29.34,15.25,6.51,52.61,119.5,123.0,125.23131296970342
443,4.83,25.25,15.66,6.58,52.61,119.5,124.0,121.82639792319807
444,4.94,27.82,15.36,6.46,52.61,119.5,126.0,123.82923511423745
445,4.9,28.75,14.74,6.2,52.61,119.5,122.0,123.93912856430272
446,4.73,26.21,14.52,5.91,52.62,119.5,121.0,122.29637276265993
447,5.05,28.94,15.55,5.96,52.62,119.5,122.0,126.81869197520176
448,4.99,30.18,14.94,6.34,52.63,119.5,122.0,125.24294151076842
449,4.49,26.48,14.89,6.56,52.63,119.5,122.0,120.11631268428292
450,5.01,28.42,15.92,6.22,52.64,119.5,124.0,126.08283570314599
451,4.99,30.33,15.52,6.3,52.65,119.5,127.0,126.22026159306509
452,4.77,25.26,15.81,6.3,52.65,119.5,121.0,122.51648540476624
453,4.49,28.33,15.13,6.32,52.65,119.5,121.0,121.90953915749337
454,5.03,28.85,15.44,6.62,52.65,119.5,122.0,124.85623043871969
455,4.91,28.58,15.27,6.03,52.65,119.5,121.0,125.18497893986127
456,5.09,27.91,15.32,6.61,52.66,119.5,129.0,124.71693710947724
457,5.15,28.4,15.57,6.01,52.66,119.5,124.0,127.1111562742918
458,4.9,28.12,14.52,6.55,52.67,119.5,121.0,122.41768600055983
459,4.87,28.44,15.76,6.16,52.67,119.5,123.0,125.18517051760385
460,4.66,21.87,16.98,6.2,52.67,119.5,120.0,122.14127076054679
461,5.23,31.09,15.43,6.4,52.67,119.5,124.0,127.96271033811773
462,4.86,28.55,14.37,6.42,52.67,119.5,121.0,122.51556091254224
463,4.32,24.77,15.24,6.01,52.67,119.5,121.0,120.85661979317017
464,4.74,29.04,17.11,5.82,52.67,89.5,93.0,109.41012713836186
465,4.97,26.29,15.65,6.09,52.67,119.5,127.0,124.73047678626995
466,4.86,29.08,15.46,6.58,52.68,119.5,123.0,123.88172646475223
467,4.82,24.06,15.31,6.67,52.68,119.5,125.0,120.51690125109575
468,4.76,25.46,15.29,6.11,52.68,119.5,123.0,122.48984180497754
469,5.04,31.0,15.44,6.58,52.68,119.5,124.0,126.22237633672671
470,4.89,30.19,14.69,6.15,52.68,119.5,123.0,124.79382735226761
471,5.09,28.83,15.4,6.32,52.69,119.5,124.0,125.9140145679274
472,5.05,30.0,15.2,6.93,52.69,119.5,128.0,124.8740021359293
473,5.08,30.58,14.33,7.08,52.69,119.5,126.0,124.24179289567923
474,5.27,29.41,15.45,6.25,52.7,119.5,125.0,127.75945418130647
475,4.92,27.62,15.31,6.58,52.7,119.5,123.0,123.27127028913148
476,4.87,28.79,15.4,6.77,52.7,119.5,125.0,123.29395244280438
477,4.62,26.12,15.33,6.7,52.71,119.5,124.0,120.62084711468708
478,5.01,29.33,15.13,5.99,52.71,119.5,127.0,126.12581210487365
479,4.8,28.28,15.49,6.45,52.71,119.5,121.0,123.45889914366812
480,4.81,26.89,15.52,6.76,52.71,119.5,121.0,122.04617684016807
481,5.07,28.68,15.53,6.22,52.72,119.5,123.0,126.12864370993525
482,5.02,28.78,15.54,6.66,52.72,119.5,122.0,124.83263756097995
483,4.39,29.28,14.98,6.34,52.72,119.5,125.0,121.76856713560308
484,4.78,28.53,14.86,6.75,52.73,119.5,124.0,121.88406626776988
485,4.95,27.09,15.5,6.62,52.74,119.5,122.0,123.39257455416745
486,4.93,27.99,15.24,6.35,52.74,119.5,124.0,124.05419760463249
487,4.54,28.64,15.12,6.07,52.74,119.5,124.0,122.9865217934563
488,4.9,29.16,15.96,6.35,52.75,119.5,128.0,125.53042898113148
489,4.89,29.4,15.35,6.19,52.75,119.5,122.0,125.20100002712928
490,4.64,27.09,15.13,6.4,52.75,119.5,120.0,121.69974952062405
491,4.19,27.17,14.14,6.61,52.75,119.5,120.0,118.8654640734583
492,4.68,28.71,14.49,6.77,52.75,119.5,124.0,120.91271702709639
493,4.86,29.54,15.05,6.52,52.76,119.5,126.0,123.78463970348997
494,4.61,29.29,15.19,6.38,52.77,119.5,123.0,122.87795611800053
495,5.02,29.67,15.68,6.8,52.77,119.5,127.0,125.2914997569196
496,4.85,29.68,15.48,6.54,52.77,119.5,122.0,124.34592590734869
497,4.32,27.9,14.1,6.17,52.77,119.5,120.0,120.32325354547947
498,5.02,28.66,15.17,6.67,52.77,119.5,123.0,124.29607425651506
499,4.75,26.52,15.14,6.22,52.77,119.5,125.0,122.47008834999853
500,4.92,27.64,15.69,6.24,52.77,119.5,122.0,124.76223865507744
501,4.87,29.55,15.56,6.78,52.77,119.5,124.0,123.96899333326017
502,5.16,28.17,15.51,6.79,52.77,119.5,128.0,125.5119523168362
503,4.74,27.57,14.34,6.19,52.78,119.5,121.0,121.98027805526004
504,4.93,29.54,14.57,6.14,52.78,119.5,121.0,124.58761539455969
505,5.03,29.36,15.3,6.37,52.78,119.5,124.0,125.56078297625959
506,5.01,28.65,14.96,6.93,52.78,119.5,126.0,123.54293505601869
507,5.0,28.29,15.47,5.94,52.79,119.5,126.0,126.22904684321544
508,4.69,30.52,14.46,6.44,52.8,119.5,122.0,122.84392194969534
509,4.79,30.97,14.37,7.06,52.8,119.5,128.0,122.1893111712968
510,4.77,28.18,14.72,6.62,52.8,119.5,123.0,121.78181974188469
511,4.81,30.07,15.45,7.87,52.8,119.5,125.0,122.70651418300467
512,5.04,24.83,15.75,5.52,52.8,119.5,122.0,126.64902899429649
513,4.86,27.68,14.39,6.18,52.8,119.5,120.0,122.80081040092881
514,4.7,29.05,15.48,6.11,52.81,119.5,122.0,124.40910108823303
515,4.87,29.0,15.32,6.51,52.81,119.5,122.0,123.95608916438277
516,4.61,26.16,15.71,5.96,52.81,119.5,123.0,123.26463364052657
517,4.39,25.66,14.96,7.02,52.81,119.5,123.0,118.85659339692798
518,4.88,27.08,14.51,6.86,52.82,119.5,122.0,121.15860380147728
519,4.97,28.71,15.52,6.97,52.82,119.5,123.0,123.92482769100387
520,4.56,24.13,15.81,6.45,52.82,119.5,122.0,120.83460033079919
521,4.78,24.01,15.68,6.74,52.82,119.5,123.0,120.72169416813362
522,4.75,28.41,15.21,6.65,52.82,119.5,127.0,122.40258438921929
523,4.95,28.11,15.32,6.85,52.83,119.5,126.0,123.34293395843319
524,4.52,26.13,15.8,6.41,52.84,119.5,123.0,121.75003736167038
525,5.14,27.36,15.81,5.81,52.84,119.5,122.0,127.58991981390864
526,4.27,21.93,14.33,6.55,52.84,119.5,121.0,117.6875539856705
527,4.84,24.91,15.6,6.0,52.84,119.5,125.0,123.53494486978988
528,4.45,31.14,15.09,6.9,52.84,119.5,124.0,121.79683723793373
529,4.5,27.06,15.22,6.29,52.84,119.5,125.0,121.65405130134627
530,4.8,27.7,14.84,6.37,52.84,119.5,124.0,122.53806386734347
531,4.94,26.11,15.98,6.49,52.84,119.5,120.0,123.80136856986073
532,4.86,27.72,15.42,6.17,52.85,119.5,125.0,124.31592933415948
533,4.68,27.28,14.57,6.18,52.85,119.5,123.0,121.92565697787943
534,4.96,28.77,15.62,6.06,52.86,119.5,126.0,126.11950617511107
535,4.73,28.71,15.19,6.61,52.86,119.5,125.0,122.5575819110155
536,4.54,25.82,15.08,6.28,52.87,119.5,119.0,121.07681851244539
537,4.8,28.14,15.54,6.28,52.87,119.5,124.0,124.04092979761424
538,4.66,26.72,14.65,6.31,52.87,119.5,124.0,121.27611223710235
539,4.99,27.09,15.95,6.07,52.88,119.5,121.0,125.89055490000457
540,4.14,23.22,14.98,6.24,52.88,119.5,122.0,119.41442773144782
541,4.83,27.18,15.74,6.32,52.89,119.5,131.0,123.85466096618472
542,4.97,27.16,14.58,6.59,52.9,119.5,123.0,122.54330843300893
543,4.5,28.12,14.74,6.56,52.9,119.5,121.0,120.83943981377317
544,4.63,28.56,14.77,6.5,52.9,119.5,127.0,121.74126807385012
545,4.26,24.55,15.85,6.22,52.91,119.5,120.0,121.00587730070018
546,4.86,30.88,15.08,6.3,52.91,119.5,122.0,125.28511624020048
547,4.51,26.53,15.21,6.42,52.92,119.5,121.0,121.12833773085231
548,4.86,28.45,15.22,6.52,52.92,119.5,125.0,123.47742219239903
549,4.98,28.45,15.82,6.78,52.92,119.5,122.0,124.60560563470766
550,5.06,27.0,15.65,6.04,52.93,119.5,127.0,126.00424216925637
551,5.03,27.8,15.53,6.61,52.93,119.5,121.0,124.57932660782396
552,4.84,25.43,15.94,5.77,52.94,119.5,121.0,125.15831651693017
553,5.01,28.75,15.38,6.11,52.94,119.5,121.0,125.97596788127352
554,4.66,29.47,15.55,6.96,52.94,119.5,124.0,122.41944263651813
555,4.71,30.51,15.51,7.04,52.95,119.5,127.0,123.06863011848857
556,4.6,29.39,15.21,6.5,52.95,119.5,121.0,122.68198475621091
557,4.63,29.16,15.2,6.16,52.95,119.5,126.0,123.65023618792509
558,4.99,28.87,15.55,6.43,52.95,119.5,124.0,125.29613725712426
559,4.78,28.81,15.24,6.35,52.95,119.5,127.0,123.71967100545986
560,4.43,20.03,15.04,6.77,52.96,119.5,121.0,117.35067802715983
561,4.77,28.5,15.72,6.82,52.96,119.5,124.0,122.99592374315239
562,4.91,29.69,14.28,6.72,52.96,119.5,133.0,122.90360106678939
563,4.31,22.49,14.93,6.2,52.96,119.5,123.0,119.43792263836897
564,4.97,26.84,15.67,6.47,52.96,119.5,121.0,124.10721563296832
565,4.92,25.83,15.35,6.39,52.97,119.5,126.0,122.98623890179273
566,4.53,28.3,15.06,6.41,52.97,119.5,121.0,121.88400541876065
567,4.84,24.68,16.79,6.33,52.97,119.5,125.0,124.03581132051467
568,4.47,29.1,15.26,6.57,52.97,119.5,123.0,121.9110650288833
569,4.63,24.0,16.06,5.92,52.98,119.5,122.0,122.99615655527043
570,4.36,27.43,14.94,6.25,52.98,119.5,126.0,121.1762273760219
571,5.09,29.78,15.41,6.59,52.98,119.5,127.0,126.0468618721007
572,4.8,30.85,14.84,6.35,52.98,119.5,123.0,124.49878531712622
573,4.72,26.38,15.62,6.43,52.98,119.5,121.0,122.39883713496873
574,4.63,27.89,15.19,6.14,52.99,119.5,121.0,123.0525442062307
575,4.08,22.76,14.58,7.05,52.99,119.5,113.0,117.45395050173288
576,5.06,29.57,15.44,6.04,52.99,119.5,126.0,127.01708641989954
577,4.85,26.54,15.38,6.6,53.0,119.5,120.0,122.42446289589921
578,4.73,27.77,15.94,6.84,53.01,119.5,125.0,122.69772931871779
579,5.01,26.08,15.7,5.87,53.01,119.5,125.0,125.88549235760115
580,4.83,26.21,15.11,6.63,53.01,119.5,122.0,121.68951733325001
581,4.89,29.06,15.34,6.99,53.02,119.5,122.0,123.32271164847457
582,4.84,28.31,15.1,6.22,53.02,119.5,121.0,124.01026365839208
583,4.5,28.35,15.22,6.39,53.02,119.5,126.0,122.0895670078827
584,4.91,29.25,15.23,6.95,53.02,119.5,122.0,123.49182063469554
585,4.88,28.35,15.84,6.34,53.03,119.5,130.0,124.96825036492385
586,4.99,30.69,15.0,6.83,53.03,119.5,123.0,124.8432679813281
587,5.06,28.15,15.81,5.93,53.03,119.5,121.0,127.19336862624318
588,4.97,27.06,15.87,5.93,53.03,119.5,129.0,126.17781085625802
589,4.67,24.92,16.82,6.17,53.03,119.5,122.0,123.87575108982313
590,4.18,28.63,16.92,7.06,53.03,119.5,121.0,122.3515926034654
591,4.77,28.18,15.67,6.26,53.03,119.5,127.0,124.23525254195138
592,4.97,25.11,15.81,6.89,53.03,119.5,125.0,122.62463428726726
593,4.92,28.11,15.39,6.06,53.04,119.5,127.0,125.29654349552258
594,4.83,28.49,15.5,6.24,53.04,119.5,122.0,124.56853090989158
595,4.87,26.73,15.55,6.36,53.05,119.5,124.0,123.55261076122227
596,4.29,26.71,15.91,6.1,53.06,119.5,129.0,122.20071996655258
597,4.48,25.84,15.01,6.76,53.06,119.5,123.0,119.75067090941407
598,4.25,20.3,15.72,6.5,53.06,119.5,123.0,118.98861721560651
599,4.44,27.64,15.14,6.34,53.06,119.5,121.0,121.59661720269649
600,4.82,28.23,15.42,6.71,53.07,119.5,127.0,123.0105810933935
601,4.8,26.29,15.6,6.79,53.07,119.5,123.0,121.93203399516983
602,5.04,27.62,16.0,6.47,53.07,119.5,123.0,125.5688145755748
603,5.21,30.69,15.49,5.85,53.07,119.5,129.0,129.01177646915124
604,4.31,24.27,14.58,6.07,53.08,119.5,128.0,119.9717319337443
605,4.87,28.1,14.89,6.71,53.08,119.5,121.0,122.55860848045204
606,4.21,22.17,15.74,6.47,53.08,119.5,123.0,119.68690268068849
607,4.93,30.01,14.95,7.03,53.08,119.5,123.0,123.6280448241531
608,4.54,28.17,14.94,6.27,53.09,119.5,122.0,122.14852682571912
609,4.93,27.49,15.79,6.62,53.1,119.5,123.0,124.06910671629237
610,4.88,28.56,15.67,6.99,53.1,119.5,121.0,123.47759705812601
611,4.25,23.14,14.35,6.62,53.11,119.5,123.0,118.06978975037134
612,5.08,29.1,15.34,7.11,53.11,119.5,126.0,124.8793453295688
613,4.62,27.38,15.26,6.43,53.11,119.5,123.0,122.06128349068742
614,4.63,28.89,15.99,6.1,53.12,119.5,121.0,124.86674797696092
615,4.9,32.53,14.4,7.3,53.12,119.5,129.0,123.77759738074296
616,4.88,28.24,15.31,6.4,53.12,119.5,125.0,124.04328842864696
617,4.89,28.74,15.44,6.94,53.13,119.5,122.0,123.41827264902341
618,4.52,29.42,14.9,6.94,53.13,119.5,125.0,121.01416483442758
619,4.45,28.07,15.34,6.37,53.13,119.5,120.0,122.04548587693222
620,5.06,25.46,15.92,6.1,53.13,119.5,125.0,125.52703836197405
621,4.7,27.62,15.0,6.43,53.14,119.5,123.0,122.19297920569069
622,4.9,28.41,15.83,6.49,53.14,119.5,126.0,124.76618437658234
623,4.68,28.46,14.46,7.11,53.14,119.5,122.0,120.33016645099525
624,4.86,27.02,15.79,6.56,53.15,119.5,122.0,123.50374264943778
625,5.17,28.11,15.56,6.51,53.15,119.5,125.0,126.26044166755173
626,4.87,26.66,15.98,6.17,53.16,119.5,122.0,124.7773988341558
627,4.92,28.81,15.99,6.12,53.16,119.5,114.0,126.42202004172752
628,4.88,27.97,15.93,6.14,53.17,119.5,123.0,125.58133463490572
629,4.87,28.84,15.29,6.8,53.17,119.5,122.0,123.38383778951535
630,4.69,26.28,15.77,6.47,53.18,119.5,122.0,122.42465048539376
631,4.81,27.7,15.52,6.41,53.19,119.5,123.0,123.62189145431768
632,4.4,24.21,14.86,6.19,53.2,119.5,127.0,120.20912507018306
633,4.75,28.04,15.15,6.73,53.2,119.5,121.0,122.14708284139849
634,4.67,28.18,14.91,7.23,53.2,119.5,120.0,120.63601972171669
635,4.73,27.67,15.52,6.45,53.2,119.5,122.0,123.06665543884155
636,4.12,21.77,15.58,6.63,53.2,119.5,121.0,119.15551629249303
637,4.63,28.54,15.16,6.67,53.21,119.5,122.0,121.99443514183847
638,4.54,26.82,15.16,6.14,53.21,119.5,120.0,122.22211841064892
639,4.24,27.2,15.01,7.0,53.21,119.5,122.0,119.54098994271817
640,4.5,27.07,14.72,7.41,53.21,119.5,114.0,118.98835009152481
641,4.9,29.13,15.23,6.14,53.23,119.5,122.0,125.3597051033612
642,4.28,26.08,15.14,6.77,53.24,119.5,123.0,119.80095042020443
643,4.92,20.07,16.58,6.69,53.24,119.5,122.0,121.05962822954478
644,4.74,27.51,15.31,6.64,53.24,119.5,127.0,122.25982475454943
645,5.06,25.17,15.66,6.14,53.25,119.5,126.0,124.96107314412308
646,4.89,29.08,15.01,6.56,53.26,119.5,125.0,123.85215598681367
647,4.46,30.06,15.59,6.48,53.26,119.5,120.0,123.1602901647269
648,4.78,28.71,15.63,6.52,53.27,119.5,127.0,123.91682855309085
649,5.01,24.44,15.89,6.37,53.28,119.5,123.0,123.85409870481861
650,4.65,26.89,15.63,6.79,53.28,119.5,124.0,121.67146007385317
651,4.8,24.46,17.01,6.98,53.29,119.5,124.0,122.96842183860966
652,4.66,26.95,15.73,6.38,53.29,119.5,121.0,122.90162782579091
653,4.84,28.88,15.53,6.4,53.29,119.5,122.0,124.56382145519623
654,5.04,29.82,15.54,6.65,53.3,119.5,124.0,125.9102381286443
655,4.76,25.72,16.17,6.4,53.31,119.5,125.0,123.28952695487338
656,4.5,28.39,15.31,6.47,53.32,119.5,124.0,122.186728786616
657,5.23,28.3,15.77,6.03,53.32,119.5,125.0,128.19421054519577
658,4.47,27.43,15.15,6.19,53.32,119.5,122.0,122.14301027298163
659,4.39,27.55,15.26,6.59,53.34,119.5,119.0,121.13025393105599
660,4.57,28.41,14.84,6.84,53.34,119.5,123.0,120.9315636715155
661,5.15,30.56,15.4,6.15,53.34,119.5,121.0,127.94738095553944
662,4.94,26.91,15.7,5.9,53.34,119.5,119.0,125.93734925173753
663,4.56,27.45,15.23,6.23,53.35,119.5,123.0,122.5150194557263
664,4.41,27.87,15.02,6.64,53.35,119.5,121.0,120.8921870227611
665,4.71,29.46,14.59,7.1,53.36,119.5,122.0,121.34320965967936
666,4.48,29.37,15.47,6.67,53.38,119.5,123.0,122.35291126873959
