,tsi,stfi,caliper,moisture,basisweight,cull,rct,prediction
667,4.99,29.09,16.23,6.44,53.38,119.5,122.0,126.57833713278904
668,4.72,27.55,15.85,6.2,53.39,119.5,121.0,124.27321101079436
669,4.93,29.68,15.39,6.74,53.39,119.5,124.0,124.67413783295925
670,4.89,27.71,16.1,5.88,53.39,119.5,123.0,126.72777736341324
671,4.91,25.91,15.7,5.81,53.39,119.5,123.0,125.57895083051383
672,4.82,27.52,15.83,6.75,53.39,119.5,125.0,123.30116470356158
673,4.21,27.66,15.03,6.3,53.39,119.5,126.0,121.0068499357561
674,4.79,26.46,15.65,5.96,53.4,119.5,123.0,124.57312037039718
675,4.67,28.4,14.89,7.31,53.42,119.5,122.0,120.75774032855595
676,4.32,23.21,15.67,6.56,53.42,119.5,121.0,120.00555415933772
677,4.83,28.57,15.98,6.25,53.43,119.5,121.0,125.49431284792053
678,4.73,26.1,15.94,6.54,53.43,119.5,124.0,122.71078143268569
679,4.87,24.57,15.7,6.24,53.43,119.5,121.0,123.17840639801952
680,4.78,28.1,15.81,6.32,53.43,119.5,125.0,124.49097622575721
681,4.8,28.43,15.45,6.85,53.44,119.5,123.0,122.97038818335817
682,4.64,28.42,15.86,6.77,53.44,119.5,123.0,122.88044990439023
683,5.04,29.38,15.61,6.46,53.44,119.5,121.0,126.22898816726743
684,4.43,26.45,15.17,6.69,53.44,119.5,121.0,120.48550496535339
685,4.83,29.67,15.42,6.24,53.45,119.5,130.0,125.35547576885635
686,4.94,30.16,15.43,6.02,53.46,119.5,125.0,126.91478857325033
687,4.91,28.04,15.94,6.87,53.46,119.5,122.0,124.17642363343923
688,4.79,28.84,15.28,6.4,53.47,119.5,124.0,124.00245905036785
689,4.53,28.35,15.45,6.97,53.47,119.5,120.0,121.45047524209154
690,4.64,27.52,16.93,6.53,53.47,119.5,121.0,124.54531603341151
691,4.67,24.77,15.75,6.52,53.48,119.5,122.0,121.58159056780698
692,4.8,25.97,16.13,6.35,53.48,119.5,122.0,123.82178293216887
693,4.92,27.65,15.87,6.28,53.49,119.5,122.0,125.31578331307048
694,5.06,28.43,15.55,6.29,53.49,119.5,121.0,126.21599454478597
695,4.33,29.14,14.64,6.65,53.5,119.5,128.0,120.77123591253873
696,4.16,25.2,15.44,6.86,53.51,119.5,110.0,119.76508391662313
697,4.83,28.12,15.6,6.88,53.53,119.5,124.0,123.2047052376925
698,4.9,26.11,15.65,6.18,53.53,119.5,126.0,124.3725015289591
699,4.46,26.83,15.02,6.72,53.54,119.5,122.0,120.49536189609358
700,4.86,25.47,16.28,6.6,53.55,119.5,122.0,123.48855132290583
701,5.04,28.1,15.5,6.16,53.56,119.5,122.0,126.21961679677587
702,4.91,30.41,15.36,6.42,53.58,119.5,125.0,125.76176456335541
703,4.85,27.72,15.98,6.43,53.58,119.5,123.0,124.69135431073475
704,4.85,25.91,15.99,6.28,53.59,119.5,124.0,124.15302487696452
705,4.81,30.1,15.03,6.61,53.6,119.5,126.0,124.03281033851043
706,4.18,26.36,15.8,6.9,53.61,119.5,109.0,120.59627876230718
707,4.79,28.19,15.23,7.03,53.63,119.5,125.0,122.28451083419081
708,4.51,27.71,15.14,6.67,53.65,119.5,122.0,121.36092286022875
709,4.74,27.89,15.69,6.6,53.67,119.5,120.0,123.35164188713162
710,4.22,26.04,14.5,6.49,53.68,119.5,115.0,119.6633695413823
711,4.79,26.39,15.97,6.65,53.68,119.5,124.0,123.09644859175538
712,4.42,26.37,14.6,6.43,53.68,119.5,126.0,120.41516384648833
713,4.68,29.18,15.43,6.27,53.69,119.5,123.0,124.32325537930996
714,4.3,27.02,15.1,6.78,53.7,119.5,121.0,120.32690504795227
715,4.39,25.87,14.44,7.1,53.71,119.5,121.0,118.56316136312475
716,4.65,27.97,15.98,6.39,53.71,119.5,124.0,123.95832076858979
717,4.96,31.14,15.43,6.78,53.72,119.5,126.0,125.89496076215876
718,4.87,30.35,15.29,6.46,53.72,119.5,123.0,125.35703569260771
719,5.0,27.9,15.51,6.9,53.72,119.5,124.0,124.33259773777199
720,4.42,29.38,15.35,6.68,53.72,119.5,122.0,122.1416963958334
721,4.65,28.32,15.48,6.89,53.73,119.5,123.0,122.24066954964016
722,4.49,27.69,14.8,6.26,53.74,119.5,127.0,121.9226161592263
723,4.96,28.95,15.66,6.17,53.74,119.5,122.0,126.4473316537863
724,4.79,28.84,15.84,6.46,53.75,119.5,125.0,124.78745130350389
725,4.34,29.36,15.22,6.65,53.75,119.5,121.0,121.77175124096907
726,4.66,29.9,15.15,6.77,53.75,119.5,123.0,122.93297983954535
727,4.77,26.68,15.98,6.21,53.76,119.5,114.0,124.42781689361186
728,4.62,27.17,16.11,6.55,53.8,119.5,122.0,123.22719568911857
729,4.43,22.98,16.07,6.42,53.81,119.5,123.0,121.02018174741875
730,4.82,28.91,15.34,6.83,53.81,119.5,117.0,123.46328554720255
731,4.79,29.34,15.82,7.09,53.82,119.5,123.0,123.77456969051835
732,4.92,26.99,15.54,7.3,53.83,119.5,125.0,122.92761072438925
733,4.78,24.88,16.17,6.31,53.84,119.5,121.0,123.50121799459684
734,3.96,26.72,15.6,7.24,53.87,119.5,112.0,119.78705093294555
735,4.91,28.26,15.97,6.43,53.88,119.5,123.0,125.53164325748328
736,4.29,29.16,15.08,7.69,53.88,119.5,121.0,119.88241197329117
737,4.65,28.54,14.62,6.98,53.89,119.5,122.0,121.06835397996028
738,4.72,24.7,16.44,6.06,53.9,119.5,121.0,124.30930863522842
739,4.47,27.84,15.6,6.71,53.94,119.5,115.0,122.01399901896862
740,5.07,25.31,16.05,6.31,53.94,119.5,126.0,125.53510687303618
741,4.93,25.88,16.36,5.8,53.96,89.5,128.0,108.80098202538707
742,3.98,21.6,15.09,7.84,53.96,119.5,117.0,117.28396901822266
743,4.37,27.18,15.53,6.64,54.0,119.5,122.0,121.54066151243812
744,4.92,28.67,15.54,6.2,54.01,119.5,128.0,125.9425271711318
745,4.77,26.01,16.13,6.76,54.02,119.5,122.0,122.99260865987151
746,4.82,25.91,15.97,6.63,54.03,119.5,122.0,123.25625386424602
747,5.03,28.72,16.21,6.63,54.04,119.5,122.0,126.58277598628888
748,4.84,25.24,15.41,5.19,54.05,119.5,125.0,126.65934475144357
749,4.34,19.27,15.36,9.72,54.06,119.5,124.0,117.21775863223425
750,4.85,28.45,15.85,6.35,54.07,119.5,122.0,125.42899381611608
751,4.89,26.52,15.99,5.52,54.07,119.5,130.0,127.48672485185811
752,4.46,28.76,15.21,6.59,54.08,119.5,123.0,122.20976339298018
753,4.77,26.58,16.06,6.69,54.08,119.5,124.0,123.36629766320895
754,4.86,28.44,15.7,7.78,54.12,119.5,126.0,123.40158738592316
755,5.04,28.69,15.96,6.32,54.12,89.5,117.0,108.50271294914594
756,4.91,28.58,15.9,6.51,54.12,119.5,121.0,125.54407733434067
757,4.91,28.27,15.71,6.13,54.17,119.5,125.0,126.21020096165786
758,4.7,28.34,15.93,7.12,54.22,119.5,122.0,123.08902168947046
759,4.55,28.49,16.49,7.35,54.27,119.5,102.0,123.16124350897711
760,4.97,28.0,15.57,6.2,54.27,119.5,125.0,126.09113796130544
761,4.86,27.01,16.48,6.52,54.28,119.5,124.0,125.2406767976028
762,4.58,28.36,16.17,7.2,54.33,119.5,125.0,122.8901706836811
763,4.79,27.19,16.07,6.46,54.48,119.5,128.0,124.6179821511446
764,4.81,28.52,16.23,6.67,54.54,119.5,122.0,125.21448240240476
765,4.87,28.71,15.68,7.64,54.55,119.5,126.0,123.82025585733652
766,4.88,29.26,15.91,6.23,54.58,119.5,127.0,126.79983724375265
767,4.4,29.17,15.06,6.89,54.58,119.5,128.0,121.61835953321892
768,4.78,28.32,14.47,6.62,55.07,119.5,124.0,122.91368695982118
769,4.72,29.69,15.89,6.74,55.13,119.5,122.0,125.05176448375448
770,4.83,27.41,15.79,6.6,55.21,119.5,125.0,124.6419533929
771,4.86,39.03,15.68,8.47,55.33,119.5,124.0,127.89518502945842
772,5.11,28.37,15.12,5.97,55.48,119.5,123.0,127.88225432041638
773,4.75,30.64,15.69,9.33,55.57,119.5,121.0,124.33895280511769
774,4.84,32.07,15.48,7.18,55.76,119.5,127.0,126.05794979445493
775,4.99,29.26,15.37,6.89,55.93,119.5,123.0,126.07730935158048
776,4.97,28.09,15.4,6.59,55.96,119.5,121.0,125.90354159320802
777,5.01,26.85,15.43,6.32,55.99,119.5,123.0,126.22743044386746
778,5.07,33.8,15.61,7.54,56.11,119.5,123.0,128.38839672714784
779,5.1,29.2,15.08,6.13,56.38,119.5,129.0,128.28348935829473
780,5.04,27.13,15.59,6.67,56.4,119.5,122.0,126.27617248261342
781,4.48,26.19,15.09,5.94,56.7,119.5,121.0,123.9847823581593
782,4.38,27.02,15.02,6.03,56.82,119.5,120.0,123.66436311246656
783,4.29,25.12,14.33,6.02,56.83,119.5,123.0,121.82208320363819
784,4.38,28.73,14.86,6.81,56.83,119.5,123.0,122.51713557267549
785,4.74,28.66,14.55,6.39,56.84,119.5,121.0,124.629713573685
786,4.56,22.39,14.21,7.03,56.88,119.5,122.0,119.02231007637359
787,4.66,27.55,16.1,6.16,56.98,119.5,122.0,126.49665481317673
788,4.36,25.29,14.49,6.08,57.07,119.5,126.0,122.28286424917552
789,4.51,24.68,15.05,5.8,57.1,119.5,126.0,123.98060544388593
790,4.97,27.34,15.39,6.65,57.11,119.5,124.0,126.03668141013213
791,4.78,27.36,14.41,6.51,57.27,119.5,121.0,123.89385225218243
792,4.27,25.74,15.14,5.8,57.31,119.5,121.0,123.5601675054272
793,4.35,25.47,14.97,6.5,57.33,119.5,124.0,122.18086524348927
794,4.64,28.13,15.87,6.28,57.9,119.5,120.0,126.58862254717566
795,5.27,31.83,15.37,9.17,57.92,119.5,128.0,128.18216117642277
796,4.86,25.75,15.92,7.95,58.03,119.5,120.0,124.61214866040123
797,4.87,27.34,17.32,6.62,58.05,119.5,126.0,128.6688017498793
798,4.23,26.57,14.64,6.09,58.54,119.5,124.0,123.17059385277388
799,4.06,21.12,15.29,7.62,58.56,119.5,119.0,119.9817725354115
800,4.96,30.51,15.38,6.97,59.5,119.5,122.0,128.4036427724515
801,4.82,25.91,15.99,6.96,59.56,119.5,127.0,125.97034246640615
802,4.97,25.8,15.74,6.28,60.46,119.5,130.0,128.4951012368146
803,5.1,38.81,15.58,10.33,60.73,119.5,121.0,129.01689449149654
804,4.71,29.33,15.59,6.69,60.77,119.5,120.0,127.85659270758678
805,4.88,28.73,15.63,5.65,61.53,119.5,123.0,131.58366246671426
806,4.59,30.84,15.82,8.11,61.82,119.5,124.0,126.49399030005122
807,4.53,20.84,15.98,6.65,62.11,119.5,121.0,124.2105648807642
808,4.96,26.68,15.91,6.56,62.31,119.5,120.0,129.5010498859269
809,4.76,32.98,19.4,6.75,64.06,119.5,135.0,136.91476940745386
810,4.27,24.43,15.46,7.27,64.44,119.5,125.0,125.07547489375135
811,4.73,34.41,19.1,6.21,65.24,119.5,139.0,139.13235853072268
812,4.59,33.56,18.6,7.14,65.28,119.5,133.0,134.95513465291472
813,5.04,31.8,15.15,7.67,66.98,119.5,123.0,131.80938908668645
814,4.95,30.55,15.49,8.12,66.98,119.5,124.0,130.45982881933116
815,4.76,31.72,18.76,7.38,67.0,119.5,149.0,135.39496552166017
816,4.5,32.91,20.59,6.76,67.73,119.5,145.0,138.86680649289332
817,4.62,34.29,19.0,5.97,68.02,149.5,154.0,159.0618784491162
818,4.73,36.16,19.57,5.93,68.12,149.5,163.0,160.95711236117938
819,4.56,35.01,19.09,5.69,68.2,149.5,164.0,158.92883353419177
820,5.0,37.48,19.17,5.5,68.32,149.5,169.0,161.38515359177853
821,4.98,38.4,20.04,5.84,68.39,149.5,160.0,162.58121627609148
822,4.92,32.24,15.61,8.25,68.4,119.5,124.0,131.3771263237224
823,4.75,39.27,19.14,5.62,68.43,149.5,156.0,161.4184802701826
824,4.56,36.77,19.03,6.46,68.64,149.5,151.0,158.67253093910296
825,4.5,26.93,20.06,6.4,68.71,149.5,155.0,154.0468908160235
826,4.79,37.57,19.67,6.4,68.73,149.5,162.0,161.02060012474595
827,4.35,33.37,18.8,5.88,68.75,149.5,154.0,155.7749179928032
828,4.39,34.94,19.05,5.83,68.76,149.5,152.0,157.19363426045928
829,4.83,36.14,19.59,6.35,68.77,149.5,165.0,160.92377723065675
830,5.05,37.96,20.63,5.72,68.81,149.5,172.0,163.0553070741551
831,4.99,34.85,20.68,5.94,68.81,149.5,164.0,162.2522960778945
832,4.76,33.22,19.16,6.12,68.82,149.5,157.0,159.8205182539499
833,4.93,36.82,20.48,5.74,68.83,149.5,165.0,162.70956310376644
834,4.45,35.71,19.05,5.92,68.9,149.5,155.0,158.25629682151535
835,4.25,34.29,20.44,6.17,68.92,149.5,150.0,155.84491064324462
836,4.92,36.83,19.87,6.31,68.95,149.5,157.0,161.64587201680763
837,4.52,32.9,19.09,5.79,68.95,149.5,156.0,157.98754745946076
838,4.89,39.79,20.94,6.03,68.96,149.5,154.0,163.43122087906187
839,4.88,33.8,19.76,5.95,68.96,149.5,171.0,161.15950112567805
840,5.14,36.21,18.92,5.55,68.97,149.5,173.0,160.81016908959285
841,4.86,35.88,18.83,6.01,68.97,149.5,165.0,160.89617370207526
842,4.48,36.18,19.13,5.8,69.0,149.5,162.0,158.87144684773222
843,4.56,32.95,20.38,5.45,69.0,149.5,153.0,159.08673161763488
844,4.73,41.62,19.89,6.06,69.01,149.5,157.0,162.28109434748697
845,4.37,27.64,19.24,6.21,69.08,149.5,154.0,152.96506566120536
846,4.59,37.5,19.19,6.37,69.09,149.5,155.0,159.65014085888393
847,4.75,38.11,20.27,5.64,69.12,149.5,167.0,162.39915407561426
848,4.42,36.15,19.14,6.14,69.12,149.5,165.0,158.01953697496813
849,4.26,34.04,18.95,6.19,69.14,149.5,152.0,154.90201366580126
850,4.67,33.68,19.69,5.86,69.15,149.5,159.0,160.22390382478306
851,4.64,38.86,19.69,6.25,69.21,149.5,166.0,161.0197762666657
852,4.77,34.41,19.3,6.16,69.22,149.5,157.0,160.5063499194178
853,4.38,28.69,19.45,6.84,69.23,149.5,156.0,152.43382880549788
854,4.9,40.73,20.08,5.81,69.24,149.5,160.0,163.19443467483686
855,4.78,37.11,19.93,6.9,69.29,154.5,155.0,161.782090767474
856,4.49,25.31,19.56,6.12,69.29,149.5,160.0,152.98901176970196
857,4.77,40.3,20.3,5.85,69.29,154.5,167.0,165.37429743990396
858,4.57,34.63,20.15,6.08,69.3,149.5,162.0,160.00711069826622
859,4.44,35.64,18.86,6.03,69.32,149.5,153.0,158.04186753264077
860,4.42,32.08,20.62,6.27,69.32,149.5,153.0,157.29815626162417
861,4.61,33.46,20.14,6.13,69.34,149.5,157.0,159.85864815565463
862,4.37,32.64,19.3,5.87,69.37,149.5,158.0,156.35234523666136
863,4.67,28.95,20.16,6.42,69.37,149.5,167.0,157.30641176963627
864,4.39,34.44,20.48,6.44,69.38,149.5,153.0,157.58523924636688
865,4.49,35.7,19.11,6.39,69.41,149.5,155.0,158.2439653945169
866,4.96,41.06,20.92,5.85,69.42,149.5,165.0,163.95940884735
867,5.06,39.78,19.82,6.23,69.43,149.5,165.0,162.32806119425015
868,4.25,35.29,18.95,6.51,69.43,149.5,154.0,154.80607866874246
869,4.97,41.06,18.71,6.34,69.45,149.5,169.0,161.2476355046094
870,4.56,31.94,19.1,6.78,69.47,149.5,156.0,155.94768814436935
871,4.49,38.24,19.4,5.96,69.47,149.5,163.0,159.86162302768287
872,4.33,33.4,19.04,5.88,69.48,149.5,152.0,155.9956087164185
873,4.71,34.66,18.91,6.07,69.48,149.5,154.0,160.14866148926978
874,4.41,33.13,18.95,6.49,69.48,149.5,155.0,155.99994037273464
875,4.41,34.45,18.91,6.34,69.49,149.5,156.0,156.89827894030483
876,4.44,36.0,18.79,5.94,69.49,149.5,155.0,158.21922291849876
877,4.71,35.56,19.12,6.22,69.54,149.5,153.0,160.39889981727976
878,4.16,35.25,19.16,6.2,69.57,149.5,151.0,154.26048232951197
879,4.57,37.67,18.95,6.41,69.61,149.5,155.0,159.37228107551334
880,4.56,35.35,20.18,6.06,69.62,149.5,156.0,160.31072398090743
881,4.9,37.03,19.86,6.39,69.63,149.5,159.0,161.64721059509907
882,4.73,32.02,20.46,6.12,69.63,149.5,154.0,160.38308763577538
883,4.45,33.68,20.24,6.2,69.64,149.5,151.0,158.3829518841534
884,4.83,36.31,18.72,6.5,69.66,149.5,156.0,159.93508112226073
885,4.67,34.95,19.28,6.03,69.67,149.5,154.0,160.4396989124732
886,4.77,33.01,19.27,6.41,69.67,149.5,155.0,159.51414539017617
887,4.55,36.54,19.77,6.76,69.69,149.5,157.0,158.36641956984062
888,4.34,37.22,19.14,6.4,69.71,149.5,153.0,157.1165024756068
889,4.26,34.03,19.7,6.28,69.73,149.5,155.0,155.6009486844141
890,4.32,29.45,20.24,6.72,69.73,149.5,153.0,153.5399274078358
891,4.61,36.83,19.81,6.39,69.76,149.5,159.0,160.32311802546448
892,4.84,36.58,19.14,6.14,69.77,149.5,156.0,161.40853865659923
893,4.7,37.44,20.23,6.29,69.77,149.5,160.0,161.63840162444205
894,4.86,39.49,18.96,6.53,69.78,149.5,160.0,160.7344515998777
895,4.64,37.53,19.56,6.55,69.78,149.5,156.0,159.98550276091737
896,4.65,36.49,19.84,6.01,69.83,149.5,153.0,161.27485985428592
897,4.61,34.94,22.03,6.09,69.84,149.5,151.0,161.60511325353136
898,4.57,36.03,20.1,6.41,69.85,149.5,158.0,159.98289259042093
899,4.57,34.48,20.17,6.14,69.85,149.5,153.0,160.08148227235137
900,4.67,35.92,20.05,6.38,69.86,149.5,155.0,160.76289666082192
901,4.75,37.05,20.31,6.25,69.87,149.5,162.0,161.99877821141655
902,4.87,34.05,19.94,6.78,69.87,154.5,156.0,162.1038547209248
903,4.33,31.01,19.02,6.2,69.88,149.5,152.0,154.73086812272268
904,4.69,36.69,20.04,6.22,69.89,149.5,162.0,161.45856320800794
905,4.92,40.0,18.7,6.16,69.89,149.5,163.0,161.68561774337655
906,4.44,38.06,19.44,6.38,69.91,149.5,165.0,158.83329914492862
907,4.64,39.11,20.03,6.65,69.92,149.5,154.0,160.32850610232887
908,4.44,29.95,20.27,6.46,69.92,149.5,146.0,156.00092856591996
909,4.82,37.7,19.13,6.54,69.93,149.5,154.0,160.53854930831145
910,4.53,37.99,19.92,6.48,69.93,149.5,155.0,159.79752594830637
911,4.37,37.34,20.47,6.25,69.94,149.5,159.0,158.8173416932081
912,4.38,36.35,19.89,6.38,69.95,149.5,153.0,158.04669469568276
913,4.39,26.13,19.49,6.09,69.95,149.5,154.0,152.7689530089254
914,4.83,34.93,21.08,6.25,69.95,149.5,162.0,162.30814438260342
915,4.4,31.08,19.96,6.6,69.95,149.5,159.0,155.6025598112158
916,4.86,39.34,20.57,5.81,69.96,149.5,160.0,163.53370318409836
917,4.55,35.63,19.85,6.62,69.97,149.5,157.0,158.8520876562833
918,4.94,37.07,20.04,6.06,69.98,149.5,168.0,162.6315900501931
919,4.5,32.8,19.56,6.32,69.98,149.5,159.0,157.98211951732648
920,4.4,34.68,19.64,6.99,69.98,149.5,159.0,155.2387940079729
921,4.36,28.48,19.69,6.32,70.02,149.5,166.0,153.9881041739905
922,4.72,37.51,19.39,6.45,70.02,149.5,155.0,160.70454705660376
923,4.87,34.31,20.14,6.39,70.03,149.5,166.0,161.24752351302868
924,4.37,34.39,19.07,6.36,70.03,149.5,158.0,156.68362430704835
925,4.41,33.48,19.13,6.43,70.05,149.5,154.0,156.68686974352244
926,4.72,37.31,21.23,5.87,70.05,149.5,162.0,162.99097835580653
927,4.42,31.28,19.71,6.66,70.05,149.5,157.0,155.56167340651362
928,4.67,36.48,19.27,6.4,70.07,149.5,155.0,160.26103681171182
929,4.52,34.89,19.77,6.26,70.07,149.5,155.0,159.33633917228025
930,4.84,37.19,20.11,6.37,70.09,149.5,167.0,161.96404815750586
931,4.3,32.21,20.67,6.56,70.09,149.5,152.0,155.6365261060787
932,4.79,40.21,19.95,7.09,70.09,154.5,162.0,161.45987876602834
933,4.87,37.64,19.85,6.67,70.1,149.5,170.0,160.8312356578815
934,4.85,37.33,20.16,6.21,70.11,149.5,160.0,162.446552625427
935,4.35,28.22,19.11,7.37,70.12,149.5,154.0,149.3590956507099
936,4.66,35.24,20.54,6.45,70.12,149.5,156.0,160.74108778763406
937,4.56,35.79,19.79,6.62,70.13,149.5,160.0,158.98594594647287
938,4.54,36.98,20.17,6.17,70.16,149.5,160.0,160.6152892696538
939,4.35,34.57,19.99,6.62,70.17,149.5,159.0,156.60783984518056
940,4.68,35.96,20.62,6.4,70.17,149.5,158.0,161.29179966925926
941,4.41,34.22,20.48,6.32,70.19,149.5,153.0,158.28145423489943
942,4.52,34.82,19.13,6.17,70.19,149.5,154.0,158.9958474075835
943,4.89,38.85,19.88,6.33,70.2,149.5,164.0,162.2750760335174
944,4.52,36.04,19.14,6.64,70.21,149.5,156.0,158.09009193108358
945,4.55,29.52,19.23,7.18,70.21,149.5,157.0,152.8667909211434
946,4.57,34.34,20.5,6.33,70.22,149.5,161.0,160.0354627669973
947,4.21,33.12,19.14,6.16,70.22,149.5,152.0,154.36385353668587
948,4.39,33.9,19.19,6.63,70.23,149.5,153.0,156.13298728427486
949,4.49,31.24,20.3,6.13,70.23,149.5,155.0,157.99594047530206
950,4.66,33.88,20.4,6.34,70.24,149.5,157.0,160.51131052825997
951,4.6,34.7,20.59,6.47,70.24,149.5,161.0,160.12772469000004
952,4.53,35.09,20.39,6.46,70.25,154.5,163.0,162.08357200102233
953,4.29,35.71,19.01,6.34,70.26,149.5,150.0,156.21738188116345
954,4.6,36.06,20.61,6.34,70.27,149.5,155.0,160.9057049936104
955,4.42,36.19,20.46,6.13,70.28,149.5,153.0,159.37367915305782
956,4.75,38.82,19.9,6.65,70.31,154.5,156.0,163.38815239574444
957,4.7,36.16,21.39,6.6,70.34,149.5,154.0,161.37354404985766
958,4.64,34.69,20.37,6.27,70.34,154.5,155.0,163.40730384995064
959,4.45,38.15,19.88,6.33,70.36,149.5,152.0,159.54433914432465
960,4.84,38.63,18.94,6.84,70.37,149.5,156.0,159.38389789147405
961,4.53,37.28,20.35,6.03,70.4,154.5,158.0,163.500915074681
962,4.57,35.56,19.16,6.88,70.4,149.5,155.0,157.30144981947052
963,4.27,36.66,20.78,6.52,70.4,149.5,152.0,157.1738219309538
964,4.72,36.89,20.76,5.85,70.43,149.5,157.0,162.7395323773548
965,4.64,39.47,20.39,6.86,70.44,149.5,164.0,159.88972624234262
966,4.61,37.46,20.11,6.85,70.44,149.5,164.0,159.1349185022031
967,4.5,35.36,20.17,6.29,70.45,149.5,158.0,159.64087520963847
968,4.56,28.92,20.11,6.3,70.46,149.5,154.0,156.9880921584248
969,4.65,39.78,20.33,6.76,70.49,149.5,153.0,160.42420631432722
970,4.43,36.5,19.73,6.58,70.5,149.5,152.0,158.16922432259796
971,4.6,36.23,20.81,6.71,70.5,149.5,156.0,159.95521258746038
972,4.73,38.21,20.42,6.15,70.52,149.5,158.0,162.58201476264776
973,4.78,35.77,20.5,6.11,70.52,149.5,158.0,162.3920791183194
974,4.52,37.76,20.18,6.49,70.53,154.5,150.0,162.52240101051152
975,4.72,37.02,20.65,6.04,70.54,149.5,160.0,162.6072758653333
976,4.32,32.66,20.96,6.45,70.55,149.5,155.0,156.683194116236
977,4.56,38.3,19.8,6.84,70.57,149.5,155.0,158.78931014326895
978,4.47,35.69,19.11,6.25,70.57,149.5,153.0,158.7378244659913
979,4.61,33.28,20.23,6.59,70.58,149.5,154.0,159.13446103946524
980,4.56,35.71,20.77,6.19,70.59,149.5,158.0,160.93859502695142
981,4.81,35.54,19.98,6.64,70.59,154.5,160.0,163.2006473637174
982,4.55,33.61,19.54,6.53,70.6,149.5,161.0,158.4203478440587
983,4.69,34.72,20.29,6.38,70.61,149.5,156.0,160.94131249870108
984,4.41,37.5,20.13,6.83,70.65,149.5,158.0,157.61094936161595
985,4.34,33.32,20.18,6.49,70.65,149.5,152.0,156.6738352225562
986,4.6,34.22,20.82,6.57,70.66,149.5,151.0,159.93121585377358
987,4.25,34.23,19.15,6.67,70.7,149.5,152.0,154.5956566154345
988,4.63,35.52,20.64,6.5,70.7,149.5,151.0,160.7015728036352
989,4.4,35.73,20.56,6.57,70.71,149.5,154.0,158.31547470265227
990,4.5,36.87,20.94,6.49,70.72,149.5,157.0,160.15670573612678
991,4.4,37.97,20.36,6.57,70.73,149.5,158.0,158.78076013278675
992,4.79,41.58,20.73,6.14,70.75,149.5,166.0,163.51132390544734
993,4.77,37.82,20.52,6.46,70.76,149.5,159.0,162.0837593002629
994,4.55,37.8,19.55,6.65,70.77,149.5,162.0,159.29110471145518
995,4.54,36.96,20.36,6.29,70.77,154.5,163.0,163.25297918607117
996,4.66,38.53,19.41,6.54,70.8,149.5,161.0,160.50564296847685
997,4.71,36.26,20.67,6.4,70.8,149.5,156.0,161.76991229849753
998,4.38,30.75,20.42,6.13,70.83,149.5,152.0,156.68307384717758
